iter	TotalF1	MultiClass
83	0.4034054796	1.776828589
84	0.4036280199	1.776688865
85	0.4067202941	1.776645163
86	0.4058831963	1.776560957
87	0.4049930058	1.776395643
88	0.4064742635	1.776041578
89	0.4063855729	1.776026964
90	0.4049162979	1.775900575
91	0.4043166136	1.775707411
92	0.404976529	1.77563271
93	0.4069673142	1.775483473
94	0.4183100017	1.775069858
95	0.4155247511	1.774987671
96	0.4157539848	1.774870859
97	0.4236708574	1.77432981
98	0.4246337786	1.774287517
99	0.4183354215	1.774123313
100	0.4175682273	1.773954975
101	0.4263136558	1.773588145
102	0.4198035574	1.773457666
103	0.4255040772	1.773322059
104	0.424762244	1.773321933
105	0.4232890588	1.773071217
106	0.4212105582	1.77299843
107	0.4275957793	1.772562193
108	0.4326278198	1.772264302
109	0.4332509234	1.772171097
110	0.4332541336	1.771728193
111	0.4367864043	1.771348432
112	0.4366300942	1.771109313
113	0.4337850805	1.770924468
114	0.4395784306	1.770606298
115	0.4418023704	1.770465305
116	0.4415086363	1.770288083
117	0.4365152485	1.770136872
118	0.4384731901	1.769982332
119	0.4377718068	1.769926565
120	0.4386947201	1.769900748
121	0.4386644382	1.769800095
122	0.4427917126	1.769440877
123	0.4461679249	1.769057245
124	0.4469643193	1.768982761
125	0.4504862825	1.768694176
126	0.4504308811	1.768623365
127	0.4464442847	1.768412838
128	0.4470969565	1.768244952
129	0.44984825	1.767917949
130	0.4496222134	1.767570992
131	0.4498531798	1.767277234
132	0.4486201924	1.767057983
133	0.4451143445	1.766926893
134	0.446258964	1.766668498
135	0.4522415589	1.766163609
136	0.4540939403	1.766051459
137	0.4522907094	1.765720747
138	0.451648201	1.765649908
139	0.4503453548	1.765530254
140	0.4527577745	1.765391394
141	0.4534374205	1.765391237
142	0.4548532023	1.765184715
143	0.4564204883	1.765177157
144	0.4571077964	1.7648393
145	0.4613302168	1.764707027
146	0.4612752513	1.764700392
147	0.4588030079	1.764542395
148	0.4588766873	1.764499803
149	0.4585050398	1.764479519
150	0.4650773616	1.764287408
151	0.4646348695	1.76422886
152	0.4599293224	1.763673552
153	0.4594466364	1.763395204
154	0.4685919951	1.762843196
155	0.4638156199	1.762760673
156	0.4612962034	1.762650288
157	0.4638546649	1.762400479
158	0.464106355	1.762229418
159	0.4645900529	1.762229277
160	0.4703291912	1.762051157
161	0.4684190829	1.761872676
162	0.4665167512	1.761781795
163	0.469897037	1.761418286
164	0.4699277706	1.761292026
165	0.470007193	1.761214346
166	0.4760435424	1.760882496
167	0.4769319157	1.760703967
168	0.4725009402	1.76044182
169	0.4718298304	1.760329688
170	0.4714836371	1.760289008
171	0.4713641192	1.760184994
172	0.4718679599	1.75974918
173	0.4739830271	1.759480115
174	0.4784193335	1.759174434
175	0.4797972139	1.759038093
176	0.4802355024	1.759037941
177	0.4803915807	1.759003327
178	0.4742245913	1.758783391
179	0.4760802781	1.758673181
180	0.4768867062	1.75848343
181	0.4752364441	1.75834826
182	0.4757470313	1.758348118
183	0.4751793004	1.758067353
184	0.4808628941	1.757849969
185	0.4804758867	1.75774934
186	0.4791229691	1.757566777
187	0.482486157	1.75744308
188	0.4801188439	1.757125772
189	0.4761235378	1.75696362
190	0.4770637917	1.756733558
191	0.4826868941	1.7562506
192	0.4849442253	1.755942025
193	0.4867225268	1.755737229
194	0.4886887891	1.755574665
195	0.4849749068	1.755289747
196	0.4894537279	1.754955
197	0.4886392424	1.754951267
198	0.4831689989	1.754761064
199	0.4892721471	1.754530291
200	0.4911100595	1.754090594
201	0.4903019907	1.754060466
202	0.4886796512	1.753933572
203	0.4886704478	1.753867933
204	0.4875008611	1.753716249
205	0.4893551481	1.753674541
206	0.4899686558	1.753347657
207	0.4894796542	1.753201331
208	0.4875286424	1.753074118
209	0.4843957528	1.752875929
210	0.4871157222	1.752615914
211	0.4869698478	1.752424387
212	0.4882869068	1.752128047
213	0.4837829558	1.751924447
214	0.4836684865	1.751897835
215	0.4847809046	1.751834248
216	0.4844366636	1.751834119
217	0.4893374373	1.751504904
218	0.4870418563	1.751375989
219	0.4875138618	1.751369955
220	0.4923704111	1.750998008
221	0.4904127049	1.750876737
222	0.4905676837	1.750731905
223	0.490278294	1.750680443
224	0.4906491666	1.750202056
225	0.489202076	1.750017542
226	0.4891873479	1.749813571
227	0.4899772721	1.749655464
228	0.4904291763	1.749655334
229	0.4963651891	1.749218315
230	0.4949514083	1.748980436
231	0.4958217811	1.748824583
232	0.4955939273	1.748513534
233	0.4960453459	1.748513398
234	0.4955503716	1.74848505
235	0.4953229876	1.748418784
236	0.4987782902	1.748167533
237	0.5000677283	1.748075919
238	0.5000051096	1.747802422
239	0.4948826896	1.747338762
240	0.4998341065	1.747160069
241	0.497700772	1.747008657
242	0.5002225783	1.746851598
243	0.4998916402	1.74674121
244	0.5012084705	1.746347516
245	0.4976460103	1.746070297
246	0.498847145	1.745872149
247	0.5009648788	1.745698899
248	0.5006201493	1.745695068
249	0.5005568461	1.745439922
250	0.5030378126	1.745127387
251	0.5021626373	1.744895749
252	0.5023328844	1.744764934
253	0.5004017623	1.744358632
254	0.5004353122	1.7443585
255	0.500920184	1.744349075
256	0.5012481306	1.744186851
257	0.4980919697	1.743948602
258	0.4985115674	1.743849141
259	0.4996072296	1.743663775
260	0.5060431958	1.743216939
261	0.5066306165	1.743000953
262	0.5069444178	1.742811129
263	0.5113299513	1.742713949
264	0.5122298881	1.742713818
265	0.5102491959	1.742408745
266	0.5109907411	1.742277503
267	0.5096255687	1.742088684
268	0.5150286351	1.741698263
269	0.516052616	1.741311844
270	0.514995326	1.741197494
271	0.5154421949	1.741081964
272	0.5117989128	1.740950434
273	0.5119817093	1.740942739
274	0.5120912048	1.740910014
275	0.5115927527	1.740833878
276	0.5114865283	1.740639314
277	0.5129796485	1.740018771
278	0.5151365627	1.739854298
279	0.5150346854	1.739762975
280	0.5145451353	1.739664013
281	0.5113803042	1.739634882
282	0.5113628038	1.739634752
283	0.5109035299	1.7394302
284	0.5104730614	1.739430077
285	0.5121143331	1.739315971
286	0.5120678001	1.73931585
287	0.5092372876	1.739135391
288	0.5120327905	1.738830219
289	0.5117316038	1.738813822
290	0.5099946848	1.738569906
291	0.5090720824	1.738469898
292	0.510788956	1.738238178
293	0.5072131452	1.738060379
294	0.5100473982	1.737805669
295	0.5098107858	1.737523771
296	0.5102734877	1.73743173
297	0.5141211763	1.737103276
298	0.5119518412	1.736890567
299	0.5105980746	1.736695532
300	0.5099006541	1.73643998
301	0.5115326842	1.736023172
302	0.511527856	1.735870096
303	0.5101408958	1.735755157
304	0.5125749189	1.735322199
305	0.5128977937	1.735216465
306	0.5128203739	1.734934431
307	0.5128676665	1.734736451
308	0.5131805378	1.734307359
309	0.5121901103	1.734256984
310	0.5132522976	1.734239535
311	0.5128454725	1.734112614
312	0.5133251149	1.734112492
313	0.5142708554	1.733942887
314	0.5144856635	1.733928608
315	0.5105337705	1.733775167
316	0.5108795017	1.733723471
317	0.5121177576	1.733483657
318	0.510667434	1.733336663
319	0.5116366953	1.733266733
320	0.5124124301	1.733098204
321	0.510511569	1.733015051
322	0.5123953926	1.732745214
323	0.5113506082	1.732571852
324	0.5149254453	1.73242049
325	0.5151429863	1.732178081
326	0.5150784986	1.731987701
327	0.5158043763	1.731655141
328	0.5145201674	1.731241615
329	0.5144871286	1.730860401
330	0.5153222705	1.730605716
331	0.5133310475	1.73046666
332	0.517268695	1.730072721
333	0.5162815002	1.729974207
334	0.5165077601	1.729833436
335	0.5153852213	1.729752313
336	0.5153852213	1.729746871
337	0.5132805256	1.729566123
338	0.516379135	1.729437093
339	0.515531921	1.729381821
340	0.5158672377	1.729299891
341	0.5174016731	1.729293118
342	0.5159848362	1.729083941
343	0.5151163643	1.729014762
344	0.5148315351	1.728819083
345	0.513817412	1.728653909
346	0.5138917539	1.728620222
347	0.513792155	1.728508332
348	0.514648234	1.728351346
349	0.5131799958	1.728162547
350	0.5179294559	1.727842375
351	0.5160962339	1.72766951
352	0.5145659435	1.72764988
353	0.5151470772	1.727552575
354	0.5147193498	1.727397596
355	0.5141580292	1.727198657
356	0.5145340144	1.727102539
357	0.5146530602	1.727082111
358	0.5155957672	1.726816708
359	0.5175793235	1.726525187
360	0.5228636548	1.726196795
361	0.5228848949	1.726123932
362	0.5195326186	1.725608242
363	0.519997668	1.725597927
364	0.5232188921	1.725414671
365	0.5229884353	1.725074456
366	0.5240877056	1.724947598
367	0.5209702147	1.724885722
368	0.5235821719	1.724515433
369	0.5215192461	1.724236816
370	0.5219081946	1.723852892
371	0.5226513177	1.723808232
372	0.5225471048	1.723661587
373	0.5259412183	1.723052351
374	0.5239501731	1.722956117
375	0.5257753599	1.722870512
376	0.5251065951	1.722620616
377	0.5247297112	1.722579744
378	0.5264611447	1.722356899
379	0.5277615131	1.722308436
380	0.5288636228	1.722296275
381	0.5318645958	1.721925618
382	0.5313991727	1.721500655
383	0.5300127169	1.721399004
384	0.5287432877	1.721197729
385	0.5312305831	1.720583849
386	0.5312305831	1.720581067
387	0.5299861515	1.720497188
388	0.5303681458	1.720497099
389	0.5303867121	1.720429812
390	0.5283102318	1.720195674
391	0.5283102318	1.720195584
392	0.5282102292	1.72007495
393	0.530732964	1.719871504
394	0.5290024914	1.719802036
395	0.5291520259	1.719706929
396	0.5291520259	1.719706839
397	0.5304289306	1.719577012
398	0.5290378629	1.719440775
399	0.5309139271	1.719228944
400	0.5318704046	1.719155477
401	0.5316029975	1.719051197
402	0.532565224	1.718790888
403	0.5322928897	1.718588736
404	0.53266515	1.718496255
405	0.5338097919	1.718229374
406	0.5334062291	1.718073616
407	0.5357734128	1.717849489
408	0.5333749262	1.717748178
409	0.5355639667	1.717549394
410	0.5349701627	1.717453146
411	0.5379116807	1.717374354
412	0.5374780651	1.716767739
413	0.5405776243	1.716536409
414	0.5408912525	1.716419185
415	0.5382096179	1.716207763
416	0.538026667	1.716064931
417	0.5387078661	1.71580455
418	0.5378171917	1.715700252
419	0.5368649335	1.715545714
420	0.5367537551	1.715423701
421	0.5353291958	1.715362131
422	0.5362600986	1.715071294
423	0.536277455	1.71501212
424	0.5347904085	1.71479647
425	0.5349359106	1.71467385
426	0.5360265052	1.714491803
427	0.5374873159	1.714346065
428	0.5365923852	1.714315226
429	0.5359065052	1.714056079
430	0.5329807325	1.714001162
431	0.5335451637	1.713906057
432	0.5338102218	1.713658923
433	0.5318906414	1.713549295
434	0.5345748775	1.713440357
435	0.5365659282	1.713090684
436	0.5377227568	1.712862448
437	0.5357044643	1.712773736
438	0.5352019872	1.712341932
439	0.5403009545	1.71198643
440	0.5388061927	1.711708819
441	0.5400866653	1.711322363
442	0.5388264162	1.711239483
443	0.5372976248	1.710996335
444	0.5393177445	1.71085207
445	0.538641103	1.710603406
446	0.5379326901	1.710250589
447	0.5372677437	1.710125533
448	0.5381694072	1.710042156
449	0.5369447748	1.709749019
450	0.5371846359	1.709339963
451	0.5420867069	1.708895926
452	0.5415434457	1.70862913
453	0.5419542507	1.708529369
454	0.5411407485	1.708436435
455	0.5447528056	1.708158596
456	0.5442046491	1.708012402
457	0.5465273576	1.707749057
458	0.5462566312	1.707556331
459	0.5462669421	1.707520694
460	0.5471116341	1.707268807
461	0.5454983798	1.706763221
462	0.5466927986	1.706478145
463	0.5466664686	1.705945448
464	0.5476044666	1.705728214
465	0.5475126706	1.705720105
466	0.5475126706	1.705702074
467	0.5497371897	1.705642853
468	0.547434051	1.705521163
469	0.546183657	1.705319643
470	0.5488545764	1.705067367
471	0.5458146671	1.704844825
472	0.5458921195	1.70470142
473	0.5464635756	1.704502528
474	0.5468217507	1.70411413
475	0.5477353953	1.704088103
476	0.5498872271	1.703919197
477	0.5487197999	1.703765212
478	0.5508294753	1.70360747
479	0.5503446203	1.703541403
480	0.5519229205	1.703430198
481	0.556405852	1.702996276
482	0.5562776444	1.702501904
483	0.557090515	1.702071096
484	0.5566698272	1.702025338
485	0.5568616655	1.70186078
486	0.5568616655	1.701860721
487	0.5574429275	1.701715837
488	0.557515784	1.701630261
489	0.5601849475	1.701398102
490	0.5580420085	1.701268294
491	0.559055889	1.701082349
492	0.5594457515	1.701057083
493	0.5573643211	1.700661513
494	0.5568588339	1.700532201
495	0.5557035735	1.700349142
496	0.5538226512	1.700138305
497	0.5546332088	1.700069791
498	0.5542834301	1.700003173
499	0.5559281609	1.699786557
500	0.5561713105	1.699472802
501	0.5561713105	1.699467232
502	0.5562375956	1.699253278
503	0.5572119633	1.699005119
504	0.5583544926	1.69882879
505	0.5598742754	1.698521932
506	0.5609870721	1.698086797
507	0.560478394	1.697959114
508	0.5581649146	1.697636251
509	0.5580788668	1.697420285
510	0.5611173644	1.696983863
511	0.5588280598	1.696829732
512	0.5589314571	1.696476889
513	0.5607863024	1.69612264
514	0.5617148086	1.695623089
515	0.5612532259	1.695617636
516	0.5617094313	1.695350639
517	0.561740576	1.69532834
518	0.5630341464	1.695030689
519	0.5624269525	1.694918135
520	0.5631317755	1.694710291
521	0.5649389088	1.694563966
522	0.5646760881	1.694310866
523	0.566219282	1.693843449
524	0.5675271545	1.693491193
525	0.5674235195	1.693342925
526	0.5671514047	1.693101529
527	0.5688871521	1.69268219
528	0.5702215471	1.692503837
529	0.5717487337	1.692293852
530	0.5700897273	1.692013309
531	0.5708040842	1.691937689
532	0.571706268	1.691502764
533	0.5727500371	1.691112425
534	0.5721866513	1.690996274
535	0.5720510566	1.690796016
536	0.5735152428	1.690397706
537	0.5733462685	1.689950207
538	0.5736274957	1.689790255
539	0.5719024353	1.689496077
540	0.5727320271	1.689403812
541	0.5726263372	1.689115813
542	0.5719871661	1.6889322
543	0.570622853	1.688763742
544	0.5713398103	1.688535602
545	0.56942709	1.688209696
546	0.5709426535	1.688124529
547	0.5719388807	1.687568739
548	0.5742642115	1.686985259
549	0.5718423932	1.686528168
550	0.5742733434	1.686218842
