iter	Passed	Remaining
273	12035	163663
274	12066	163450
275	12109	163395
276	12155	163376
277	12209	163467
278	12256	163460
279	12300	163415
280	12344	163382
281	12361	162973
282	12367	162435
283	12410	162386
284	12420	161902
285	12459	161805
286	12470	161329
287	12512	161268
288	12560	161287
289	12579	160936
290	12627	160952
291	12677	160988
292	12725	161002
293	12776	161052
294	12827	161108
295	12873	161087
296	12919	161075
297	12963	161037
298	13007	161000
299	13057	161044
300	13108	161086
301	13161	161165
302	13208	161155
303	13254	161148
304	13304	161179
305	13352	161187
306	13402	161224
307	13444	161159
308	13489	161131
309	13520	160942
310	13537	160580
311	13584	160570
312	13593	160127
313	13638	160103
314	13658	159784
315	13699	159710
316	13743	159671
317	13790	159670
318	13839	159691
319	13885	159685
320	13929	159649
321	13973	159606
322	14020	159605
323	14067	159603
324	14115	159613
325	14161	159602
326	14205	159565
327	14250	159530
328	14298	159540
329	14347	159562
330	14400	159628
331	14447	159613
332	14491	159575
333	14534	159534
334	14584	159555
335	14627	159509
336	14640	159135
337	14679	159044
338	14732	159101
339	14778	159090
340	14824	159073
341	14838	158709
342	14885	158706
343	14942	158805
344	14984	158751
345	15032	158753
346	15079	158743
347	15127	158751
348	15170	158702
349	15217	158701
350	15264	158687
351	15312	158696
352	15332	158404
353	15378	158393
354	15425	158380
355	15470	158356
356	15511	158289
357	15530	157993
358	15568	157900
359	15623	157966
360	15665	157914
361	15710	157886
362	15756	157870
363	15775	157585
364	15815	157502
365	15860	157473
366	15903	157434
367	15927	157198
368	15970	157156
369	16016	157139
370	16061	157112
371	16108	157097
372	16151	157051
373	16197	157039
374	16241	157003
375	16291	157025
376	16340	157032
377	16386	157013
378	16433	157004
379	16476	156958
380	16490	156635
381	16534	156600
382	16579	156573
383	16624	156543
384	16667	156505
385	16717	156525
386	16738	156264
387	16796	156364
388	16807	156019
389	16835	155836
390	16876	155770
391	16885	155419
392	16925	155343
393	16969	155312
394	17014	155288
395	17059	155257
396	17069	154912
397	17117	154913
398	17162	154893
399	17210	154893
400	17256	154877
401	17299	154832
402	17350	154863
403	17399	154869
404	17445	154854
405	17498	154904
406	17547	154907
407	17594	154897
408	17642	154898
409	17691	154911
410	17736	154882
411	17755	154625
412	17802	154616
413	17849	154607
414	17896	154596
415	17943	154591
416	17989	154572
417	18033	154532
418	18077	154502
419	18122	154469
420	18166	154433
421	18209	154393
422	18258	154397
423	18304	154380
424	18352	154377
425	18400	154371
426	18445	154345
427	18490	154316
428	18592	154767
429	18652	154856
430	18695	154811
431	18741	154792
432	18792	154812
433	18843	154828
434	18893	154836
435	18946	154877
436	19006	154964
437	19040	154843
438	19086	154823
439	19134	154819
440	19180	154788
441	19229	154791
442	19272	154747
443	19321	154743
444	19369	154742
445	19416	154719
446	19462	154697
447	19510	154690
448	19557	154670
449	19603	154653
450	19654	154663
451	19705	154680
452	19751	154652
453	19800	154650
454	19844	154609
455	19892	154599
456	19937	154572
457	19989	154595
458	20038	154588
459	20084	154564
460	20134	154565
461	20180	154541
462	20228	154529
463	20280	154552
464	20334	154588
465	20357	154381
466	20386	154226
467	20428	154175
468	20476	154160
469	20518	154107
470	20565	154086
471	20612	154070
472	20659	154053
473	20704	154013
474	20749	153980
475	20763	153722
476	20804	153656
477	20850	153633
478	20894	153591
479	20938	153545
480	20983	153512
481	21031	153503
482	21078	153488
483	21128	153487
484	21174	153464
485	21218	153419
486	21228	153131
487	21268	153063
488	21311	153016
489	21365	153044
490	21408	152995
491	21452	152955
492	21496	152917
493	21541	152880
494	21583	152825
495	21631	152814
496	21677	152790
497	21704	152627
498	21717	152367
499	21763	152344
500	21809	152314
501	21827	152095
502	21867	152030
503	21913	152002
504	21960	151982
505	22008	151972
506	22053	151939
507	22097	151895
508	22142	151866
509	22186	151825
510	22229	151778
511	22274	151742
512	22323	151737
513	22375	151751
514	22423	151741
515	22439	151512
516	22484	151473
517	22527	151429
518	22570	151383
519	22616	151359
520	22664	151342
521	22711	151321
522	22756	151289
523	22805	151281
524	22852	151263
525	22900	151246
526	22946	151222
527	22994	151206
528	23036	151152
529	23081	151120
530	23128	151096
531	23171	151051
532	23218	151030
533	23265	151007
534	23313	150993
535	23362	150986
536	23408	150957
537	23455	150936
538	23501	150907
539	23550	150894
540	23594	150859
541	23644	150852
542	23688	150815
543	23735	150792
544	23782	150766
545	23831	150761
546	23877	150728
547	23923	150701
548	23969	150672
549	24017	150655
550	24064	150629
