iter	TotalF1	MultiClass
165	0.427157669	1.766016171
166	0.4331395085	1.765438122
167	0.4310640315	1.765342451
168	0.4288286674	1.765257611
169	0.4297284603	1.76525731
170	0.4294735164	1.765120955
171	0.430321226	1.765007236
172	0.4297161897	1.764991985
173	0.4325966058	1.764815888
174	0.4329832733	1.764795093
175	0.4338601628	1.764585372
176	0.434185893	1.764562232
177	0.4347146828	1.764558484
178	0.4351682083	1.764322616
179	0.4355961854	1.764272653
180	0.434086844	1.76397542
181	0.4367524882	1.763920656
182	0.435663039	1.763798826
183	0.4351282286	1.763560568
184	0.4325484428	1.763417673
185	0.4310268015	1.763240592
186	0.4343062699	1.763171365
187	0.4334141906	1.763022314
188	0.4320781961	1.762903118
189	0.4318762203	1.762897097
190	0.4313324773	1.76286458
191	0.4320577187	1.762730684
192	0.4339712138	1.762381824
193	0.4385868878	1.761921177
194	0.4334002684	1.761810955
195	0.4360186098	1.761429319
196	0.4350667633	1.761231215
197	0.4334703155	1.761077126
198	0.4357393045	1.760896531
199	0.4331086241	1.76075407
200	0.4341440861	1.760658241
201	0.4364254262	1.760352309
202	0.4364083351	1.760344789
203	0.4341841244	1.760254691
204	0.4398140021	1.759868832
205	0.4390498812	1.759721095
206	0.437360283	1.759642016
