iter	TotalF1	MultiClass
84	0.4356073097	1.773008101
85	0.4326650997	1.772599015
86	0.4316311857	1.772482857
87	0.4349748192	1.772285187
88	0.4346369605	1.772265451
89	0.4345979099	1.772265271
90	0.4355610786	1.772109237
91	0.4322471621	1.771905393
92	0.4307869058	1.771814967
93	0.4298141587	1.771694918
94	0.4284873271	1.771463695
95	0.4260755088	1.77128022
96	0.4322292243	1.770953934
97	0.4306371136	1.770829238
98	0.4318445545	1.770605292
99	0.4345864688	1.770378629
100	0.4332847485	1.770217781
101	0.4332309873	1.770217579
102	0.432435129	1.770023019
103	0.4344476955	1.769937901
104	0.4360238965	1.769430167
105	0.4391022999	1.769309173
106	0.4362818397	1.769039145
107	0.4355949765	1.768738028
108	0.4420977193	1.768573787
109	0.4382414203	1.768347213
110	0.4375270515	1.76823596
111	0.4389176168	1.76819103
112	0.4388132669	1.768125023
113	0.4369057189	1.76778293
114	0.4387783232	1.767741552
115	0.4341134766	1.767284177
116	0.4358479867	1.767012517
117	0.4358648495	1.766906375
118	0.4347040066	1.766847274
119	0.4376211261	1.766622923
120	0.4418379074	1.76638143
121	0.4414991425	1.766378438
122	0.4418370924	1.766310949
123	0.443822215	1.766052844
124	0.4462872682	1.765708047
125	0.446328304	1.765602732
126	0.4418644677	1.765442129
127	0.4418037732	1.765441893
128	0.4420289422	1.765260858
129	0.4445737543	1.764963648
130	0.4455302621	1.764796473
131	0.4433077007	1.764700246
132	0.44496128	1.764393994
133	0.4529353291	1.764131874
134	0.453272615	1.763655095
135	0.4528115641	1.763433821
136	0.4507650292	1.763270992
137	0.4541195301	1.763062123
138	0.4526204165	1.762894254
139	0.4521012653	1.762810834
140	0.4545946829	1.762558035
141	0.4545030212	1.762344291
142	0.4529437838	1.762079055
143	0.4547047039	1.761991573
144	0.4568329867	1.761876405
145	0.4565449992	1.761610036
146	0.4604783066	1.761194818
147	0.4588317173	1.761022902
148	0.4554203294	1.760840731
149	0.4532760063	1.760667759
150	0.4584473608	1.760228507
151	0.4574032752	1.760158242
152	0.4593167671	1.759693567
153	0.4591457618	1.759535631
154	0.4579038123	1.759418517
155	0.4620169785	1.759126809
156	0.4600743969	1.758935501
157	0.4604864438	1.758869261
158	0.4602368591	1.758724379
159	0.459957802	1.758362675
160	0.4577810412	1.758111763
161	0.4607403205	1.758001024
162	0.4640952969	1.757608285
163	0.4639413688	1.757607967
164	0.4660911445	1.75733098
165	0.4658354814	1.757152851
166	0.4658594971	1.757119445
167	0.4636878761	1.756993619
168	0.4649672135	1.756865763
169	0.4643871088	1.756642705
170	0.4650577372	1.756472115
171	0.4659142881	1.756273828
172	0.4681692869	1.755885367
173	0.4675732762	1.755660606
174	0.4691627588	1.755535907
175	0.4676912978	1.755290681
176	0.4648715732	1.755064639
177	0.4648715732	1.755041684
178	0.4637392685	1.754853387
179	0.4620159755	1.754722988
180	0.461852431	1.754715583
181	0.4623510834	1.754476641
182	0.4633598867	1.754199454
183	0.4638744096	1.754199171
184	0.462830903	1.754067431
185	0.4671479331	1.753589045
186	0.4670701479	1.753277882
187	0.4660222047	1.753248316
188	0.4661959566	1.75304343
189	0.4715189965	1.752652385
190	0.473542628	1.752548176
191	0.4720161351	1.752344677
192	0.470978712	1.75173734
193	0.4711611943	1.751727407
194	0.4746638904	1.751608834
195	0.4727769528	1.751462611
196	0.4743909909	1.751252588
197	0.4747079437	1.751220007
198	0.4738641387	1.751090052
199	0.4735217386	1.750943232
200	0.474289024	1.75069014
201	0.4755890794	1.750448332
202	0.4773484488	1.750299402
203	0.4819626766	1.74979302
204	0.4872514713	1.749262442
205	0.4877560148	1.749255748
206	0.4863792256	1.748953822
207	0.4860073823	1.748782866
208	0.4855848291	1.74876051
