iter	TotalF1	MultiClass
75	0.3607195961	1.780368605
76	0.3605006997	1.780250915
77	0.358643615	1.780104288
78	0.3629174294	1.779956623
79	0.3604282246	1.779725464
80	0.3632220701	1.779483934
81	0.3615159483	1.779454355
82	0.3669451263	1.779279017
83	0.3677975647	1.779126067
84	0.3661163855	1.77903138
85	0.3711472259	1.778763823
86	0.3716977967	1.778757667
87	0.3723692777	1.778583246
88	0.3751811388	1.778084452
89	0.3747741894	1.778006866
90	0.374135548	1.777898345
91	0.377275621	1.777818608
92	0.3765751103	1.777700352
93	0.3745178363	1.777352647
94	0.3766788027	1.777246338
95	0.3837287546	1.777069565
96	0.3891456285	1.776798212
97	0.3931233609	1.77652967
98	0.3938317152	1.776475997
99	0.3914912043	1.776363444
100	0.3877313049	1.776160663
101	0.3895425508	1.776133125
102	0.3900949423	1.776011661
103	0.39230528	1.775778805
104	0.3947192023	1.775640589
105	0.3954779201	1.775321478
106	0.3962072484	1.775253542
107	0.3967116088	1.775126937
108	0.3958619104	1.775094127
109	0.3967486265	1.775005229
110	0.397940369	1.774937795
111	0.3977578902	1.774937719
112	0.3954806795	1.77476698
113	0.3947623232	1.774668972
114	0.3985341998	1.774507996
115	0.4002885525	1.774436074
116	0.4000948004	1.774318656
117	0.3987902229	1.773859544
118	0.4058418386	1.773513756
119	0.4053758674	1.773427058
120	0.4039017918	1.773392289
121	0.4053536144	1.77333513
122	0.4043739061	1.773205571
123	0.4092443634	1.772711578
124	0.4080390637	1.772553532
125	0.4093101592	1.772422463
126	0.408726977	1.772269847
127	0.4079260138	1.772163008
128	0.4111754295	1.771909923
129	0.4115693868	1.771455837
130	0.4134378631	1.771055177
131	0.4209383274	1.77072531
132	0.4232114152	1.77056929
133	0.4241907604	1.770377282
134	0.4216308272	1.770315275
135	0.4202436303	1.770166276
136	0.4213999712	1.769928778
137	0.4180445256	1.769766677
138	0.4197659188	1.769637136
139	0.4230189309	1.769385277
140	0.4213857614	1.769216957
141	0.4227413791	1.768953201
142	0.4297912856	1.7684886
143	0.430238103	1.768488507
144	0.4300776106	1.76824583
145	0.4322670237	1.76819742
146	0.4314790427	1.768197334
147	0.4282653061	1.767948978
148	0.4296915997	1.767786931
149	0.4281856595	1.767745385
150	0.4281606525	1.767578612
151	0.4331810132	1.767131799
152	0.4335780538	1.767031351
153	0.4369963197	1.766889844
154	0.4332250715	1.766779574
155	0.432787087	1.766693886
156	0.4370076702	1.766481647
157	0.4388028311	1.766216566
158	0.4396954574	1.766094728
159	0.439710513	1.765959911
160	0.4392944248	1.765872785
161	0.4387527947	1.765574987
162	0.4410142712	1.765430052
163	0.4448885213	1.76525843
164	0.4426021792	1.765177552
165	0.4405062496	1.764997466
166	0.4429451796	1.764553366
167	0.4468823714	1.764288251
168	0.4472260686	1.764249351
169	0.4478479111	1.76400352
170	0.4467324113	1.763784806
171	0.4443616873	1.763651051
172	0.4457883039	1.763509149
173	0.4458744524	1.763396184
174	0.4451032089	1.763296992
175	0.4432918369	1.763251885
176	0.4447650934	1.76289209
177	0.4519185991	1.762519924
178	0.4527171198	1.762519814
179	0.4535659916	1.762326674
180	0.4532530936	1.762238747
181	0.4528489495	1.762088491
182	0.4523768382	1.761915998
183	0.4505077724	1.761806292
184	0.4525481936	1.761656431
185	0.4530695787	1.761479655
186	0.455207992	1.761085429
187	0.4562506872	1.760874514
188	0.4596138781	1.760678418
189	0.460107381	1.760449916
190	0.4639151774	1.760197968
191	0.4621391766	1.760086261
192	0.4613415274	1.759881471
193	0.460455722	1.759715296
194	0.4623822125	1.75928359
195	0.4617297547	1.759047285
196	0.4612730661	1.758710144
197	0.4625519314	1.758534945
198	0.4647555988	1.758292713
199	0.4642727995	1.758287599
200	0.4660360206	1.758142107
201	0.4654139005	1.758016923
202	0.4643805365	1.757986852
203	0.4652780864	1.757986749
204	0.4661418083	1.757904254
205	0.4655001094	1.757813219
206	0.4659133805	1.757796732
207	0.4655334798	1.757546127
208	0.4650747218	1.757520108
209	0.4656534776	1.757488785
210	0.4634635009	1.757300964
211	0.4610477594	1.757040494
212	0.4654112993	1.756707388
213	0.4682973946	1.75660694
214	0.4637057627	1.756546766
215	0.4636369283	1.756395312
216	0.463387992	1.756127933
217	0.4654732147	1.756064749
218	0.4646865013	1.756041515
219	0.4677108538	1.755775455
220	0.4648525338	1.755636074
221	0.4660175447	1.75536481
222	0.4664276124	1.755248591
223	0.467236173	1.755133086
224	0.4660917601	1.755039414
225	0.4676579456	1.7548595
226	0.4679654033	1.754664903
227	0.4682291003	1.754495011
228	0.4693557756	1.754415376
229	0.4685283111	1.754284721
230	0.4682144282	1.754284655
231	0.4684159145	1.75390955
232	0.4684177874	1.753747603
233	0.4678803825	1.753694636
234	0.4710658355	1.753515406
235	0.4710658355	1.753512252
236	0.470665547	1.753433335
237	0.4706474325	1.753400921
238	0.4700189873	1.753264419
239	0.4700189873	1.753264347
240	0.4714486907	1.753162456
241	0.4711939386	1.752869342
242	0.4778477834	1.752682595
243	0.4762882984	1.752588381
244	0.4748993381	1.752459616
245	0.4765793186	1.752326725
246	0.4765263783	1.752326661
247	0.4768936524	1.752326598
248	0.4747115878	1.752187165
249	0.4747109825	1.75207854
250	0.4747109825	1.751999213
251	0.4790314699	1.751648218
252	0.4769775465	1.751350378
253	0.4779414265	1.751058867
254	0.4791376902	1.750782577
255	0.4761458441	1.750497517
256	0.4766417639	1.750398212
257	0.4773476672	1.75026489
258	0.4780701608	1.750221504
259	0.4777414841	1.749998284
260	0.4764426347	1.749798691
261	0.4782089476	1.749550418
262	0.4794638936	1.749372954
263	0.4779808336	1.749245573
264	0.4771578345	1.749154517
265	0.4783090463	1.749031525
266	0.4800017928	1.748742026
267	0.4792752885	1.748675487
268	0.4792396263	1.748675419
269	0.479846984	1.748543197
270	0.4768233642	1.748408726
271	0.4767953106	1.748408659
272	0.4780146435	1.748206696
273	0.4830581262	1.747958821
274	0.4845995738	1.747627436
275	0.4851114454	1.747550406
276	0.4828612343	1.747342883
277	0.4849928157	1.747243307
278	0.488315867	1.746938441
279	0.4852677023	1.746826709
280	0.4843757307	1.746719857
281	0.4841600605	1.746599401
282	0.4866894031	1.746327748
283	0.4873085624	1.74623968
284	0.4841528773	1.745914966
285	0.4878973612	1.745795291
286	0.4852390037	1.745658439
287	0.4849827902	1.745588937
288	0.4872434666	1.74526299
289	0.4893532272	1.744944608
290	0.4894931405	1.744941993
291	0.4905214754	1.744928773
292	0.4896234306	1.74461497
293	0.4900927696	1.744352488
294	0.4872640587	1.744123772
295	0.4882214426	1.743882783
296	0.487350915	1.743756468
297	0.4909549736	1.743655112
298	0.4906569026	1.743391512
299	0.490313677	1.743248655
300	0.4922890716	1.743069537
301	0.4939407008	1.74265848
302	0.4946789937	1.742621579
303	0.4916817279	1.742301122
304	0.4927917697	1.742264856
305	0.4931806167	1.742247995
306	0.49276437	1.742247923
307	0.4969632516	1.742123715
308	0.4963197728	1.741914112
309	0.4981061488	1.741607978
310	0.5002946955	1.741266843
311	0.4968868997	1.741164584
312	0.495857542	1.741043525
313	0.4970877738	1.740848644
314	0.495825691	1.74070193
315	0.4953027576	1.740449183
316	0.4971090164	1.74034181
317	0.4995245204	1.739969871
318	0.5004065559	1.739941498
319	0.497331787	1.73981099
320	0.50128697	1.739481233
321	0.5030283887	1.739308409
322	0.5031973923	1.739073941
323	0.5025359225	1.739017595
324	0.5018934598	1.738822915
325	0.5009748698	1.738604156
326	0.4995081117	1.738528594
327	0.5004074039	1.738286008
328	0.5018783862	1.738107829
329	0.5012826873	1.73804143
330	0.5049403198	1.737378632
331	0.5034747815	1.73711392
332	0.5036324653	1.736880978
333	0.504563571	1.736749371
334	0.5060016379	1.736517443
335	0.506402283	1.736449859
336	0.5073665539	1.73627066
337	0.5080839049	1.735628324
338	0.5090807059	1.735520909
339	0.5137861381	1.735239873
340	0.5151891198	1.734999145
341	0.5146855198	1.734946903
342	0.5131834165	1.734866168
343	0.5105809106	1.734731933
344	0.5128557433	1.734496727
345	0.5111564715	1.734395312
